Keyword,Related,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
usa accessories near me,0.05,30,99,0,0.26,536000000,Transactional,"Site links, Image, Image pack, People also ask, Knowledge panel, Related searches","0.18,0.18,0.18,0.18,0.18,1.00,0.27,0.18,0.18,0.18,0.18,0.18"
usa car parts store,0.05,30,100,0,0.5,430000000,Commercial,"Site links, FAQ, Reviews, Image, Local pack, Related searches","0.44,1.00,0.44,0.77,0.00,0.22,0.22,0.22,0.00,0.22,0.22,0.22"
used ebay motors,0.05,30,86,0.77,0.99,86,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, Related searches, Popular products","0.71,0.57,0.57,0.57,0.00,0.43,0.14,0.14,0.00,0.00,0.43,1.00"
vsco car decor,0.05,30,22,0,1,18,Informational,"Site links, Indented, Image pack, Video, People also ask, Related searches","0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
websites to buy car parts,0.05,30,100,0.77,0.71,382000000,Commercial,"Site links, FAQ, Reviews, Indented, Image, Video, People also ask, Local pack, Related searches","0.00,0.20,0.40,0.00,0.40,1.00,0.60,0.20,0.20,0.20,0.20,0.20"
what is carid.com,0.05,30,64,0,0.04,3480000,Informational,"Site links, FAQ, Reviews, Indented, Video, People also ask","0.71,0.00,0.00,0.00,1.00,0.57,0.29,0.29,0.29,0.29,0.29,0.29"
what to put in your car,0.05,30,50,0.2,0.13,4150000000,Informational,"Site links, Reviews, Image pack, Video, People also ask","0.50,0.50,0.75,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
where to buy auto parts online,0.05,30,85,0.77,0.89,1290000000,Transactional,"Site links, Reviews, Image, Video, People also ask, Related searches, Ads bottom","0.42,0.73,0.27,0.42,0.27,0.42,0.27,0.27,0.73,0.42,0.42,1.00"
white car aesthetic,0.05,30,22,0,0,203000000,Informational,"Reviews, Indented, Image, Image pack, Video","0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17"
wirecutter car battery,0.05,30,68,0,0.12,76,Informational,"Site links, FAQ, Reviews, Indented, Image, Image pack, Video, Related searches","0.50,0.50,0.50,0.50,0.50,0.50,0.75,1.00,1.00,1.00,0.50,0.50"
wirecutter car battery charger,0.05,30,73,0.67,0.61,68,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11"
wirecutter car wash,0.05,30,81,0,0,65,Navigational,"Site links, Reviews, Indented, Image pack, Related searches","0.17,1.00,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17"
wirecutter roof rack,0.05,30,63,0,0.25,25,Informational,"Reviews, Indented, Image, Image pack, Related searches, Ads bottom","0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
wirecutter sun shade,0.05,30,64,0,0.97,70,"Navigational, Commercial","Site links, Reviews, Indented, Image, Video, Related searches, Ads bottom","0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
wirecutter sunshade,0.05,30,76,0,0.12,52,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Ads bottom","0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11"
www auto parts,0.05,30,100,0.78,0.49,1400000000,Commercial,"Reviews, Indented, Video, People also ask, Local pack, Related searches","0.00,0.09,0.00,0.00,0.09,0.18,1.00,0.18,0.27,0.81,0.81,1.00"
www autoanything com,0.05,30,42,1.16,0.98,938000,Navigational,"Site links, Reviews, People also ask, Related searches","1.00,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38"
www ebay com en espa?ol usa,0.05,30,97,0,0.01,40,"Informational, Transactional","Site links, Reviews, Image pack, Video, People also ask, Related searches","1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22"
www.ebay.com en espa?ol usa,0.05,30,98,0,0.02,35,Informational,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches","1.00,0.27,0.00,0.12,0.73,0.58,0.27,0.27,0.27,0.27,0.58,0.42"
????? ????????,0.05,30,9,0,0,27500000,Informational,"Site links, Reviews, Image, Image pack, Related searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.00,0.18,1.00,0.18"
??????? ???????,0.05,30,24,0,0.86,13100000,Informational,"Site links, Reviews, Indented, Image, Image pack, Video, Local pack, Related searches","0.22,0.22,0.44,1.00,0.44,0.22,0.44,0.22,0.22,0.22,0.22,0.22"
where can i get car accessories,0.55,20,69,0.91,1,666000000,Transactional,"Site links, Reviews, Image, People also ask, Local pack, Related searches, Popular products","1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
accessories for car online,0.5,20,84,1.03,1,361000000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches, Popular products","0.00,0.78,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
best auto accessories store,0.5,20,65,0.98,0.79,247000000,Commercial,"Site links, Reviews, Indented, People also ask, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
buy car stuff,0.5,20,65,1.58,0.66,675000000,Transactional,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches, Popular products, Shopping ads","1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00"
where to get car accessories,0.5,20,69,0.81,1,598000000,Transactional,"Site links, FAQ, Reviews, Image, Video, People also ask, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
automatic car accessory,0.45,20,67,1.22,0.86,371000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Local pack, Related searches, Ads top","1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00"
car accessories for sale,0.45,20,72,1.12,0.64,443000000,Transactional,"Site links, Reviews, Indented, Image, Image pack, Local pack, Related searches, Popular products, Shopping ads, Ads bottom","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car goods shop,0.45,20,71,1.39,0.7,356000000,Commercial,"Site links, Reviews, Image, Image pack, Local pack, Related searches, Ads bottom","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
where to shop for car accessories,0.45,20,66,0.98,0.95,418000000,Commercial,"Reviews, Image, People also ask, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
best site for car accessories,0.4,20,64,1.12,0.97,630000000,Commercial,"Site links, Reviews, Indented, Video, Related searches","0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.67"
car store accessories,0.4,20,70,0.77,0.43,423000000,Commercial,"Site links, Indented, Image, Local pack, Related searches","0.11,0.22,0.22,0.33,0.22,0.00,0.11,1.00,0.00,0.00,0.00,0.11"
automotive car accessories,0.35,20,70,1.22,0.86,187000000,"Navigational, Commercial","Site links, Reviews, Indented, Image, Video, Local pack, Related searches, Popular products, Ads top, Ads bottom","1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car accessories and parts,0.35,20,83,0.83,0.73,319000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, People also ask, Local pack, Related searches, Popular products","0.80,1.00,0.60,0.80,0.20,0.20,0.20,0.20,0.00,0.00,0.00,0.00"
car accessories online shop,0.35,20,72,1.11,1,314000000,Commercial,"Site links, Reviews, Image, Video, Related searches, Shopping ads, Ads top, Ads bottom","1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00"
where to buy car accessories online,0.35,20,69,0.93,1,414000000,Transactional,"Site links, Reviews, Indented, Image, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
auto accesseries,0.3,20,73,1.33,0.86,595000000,Commercial,"Site links, Reviews, Indented, Image, Video, Local pack, Popular products","0.29,0.71,0.29,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
best place to buy auto accessories,0.3,20,63,1.33,0.6,1710000000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car accessories shop online,0.3,20,67,0.88,1,230000000,Commercial,"Site links, Reviews, Indented, Image, Related searches","0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car accessories site,0.3,20,63,0.94,0.8,545000000,Commercial,"Reviews, Image, Video, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car stuff shop,0.3,20,66,1.19,0.54,503000000,Commercial,"Site links, Reviews, Image, Image pack, Knowledge panel, Related searches, Shopping ads","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
website to buy car accessories,0.3,20,74,1.24,0.71,366000000,Transactional,"Site links, Reviews, Video, Related searches, Shopping ads","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
accessories auto,0.25,20,68,1.14,0.7,592000000,Commercial,"Site links, Reviews, Image pack, Video, Local pack, Related searches, Popular products","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
auto accessories parts,0.25,20,89,0.76,0.2,232000000,Commercial,"Site links, Reviews, Indented, Image, People also ask, Local pack, Related searches","1.00,0.00,0.00,0.00,0.25,0.50,0.75,0.00,1.00,0.00,0.50,0.00"
auto accessories shops,0.25,20,81,1.41,1,442000000,Commercial,"Site links, Reviews, Image, Local pack, Related searches","0.00,0.00,0.21,0.07,0.00,0.07,0.07,1.00,0.07,0.07,0.00,0.00"
auto part accessories,0.25,20,91,0.76,0.2,238000000,Commercial,"Indented, Image, Video, People also ask, Local pack, Related searches","0.00,0.11,0.00,0.22,0.22,0.22,0.00,0.11,0.44,1.00,0.33,0.22"
automobile accessories store near me,0.25,20,69,1.37,0.78,832000000,Transactional,"Site links, Reviews, Indented, Local pack, Related searches","1.00,0.40,0.60,0.20,0.60,0.80,0.40,0.40,0.60,0.00,0.20,0.40"
best website to buy car accessories,0.25,20,56,0.92,1,299000000,Commercial,"Site links, Reviews, Indented, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
buy car accessories online,0.25,20,88,1.46,1,445000000,Transactional,"Site links, Reviews, Image, Video, Related searches, Popular products, Shopping ads","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
new car products,0.25,20,66,1.53,0.68,2210000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
where to buy car accessories near me,0.25,20,65,1.06,1,494000000,Transactional,"Site links, Reviews, Indented, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
accessory car shop near me,0.2,20,66,1.55,0.63,56800000,Transactional,"Site links, Reviews, Indented, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00"
auto accessories online store,0.2,20,95,1.32,1,286000000,Commercial,"Site links, Reviews, Indented, Image, Video, Related searches","1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00"
auto drive car accessories,0.2,20,26,0.84,1,122000000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Local pack, Related searches, Popular products, Ads top","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
best auto accessories website,0.2,20,59,1.6,0.81,232000000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
best place to buy car accessories online,0.2,20,72,0.84,0.68,513000000,Commercial,"Featured snippet, Site links, Reviews, Indented, Image, Video, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car accessory brands,0.2,20,27,1.97,0.56,49800000,Commercial,"Reviews, Image, People also ask, Related searches","0.00,0.67,1.00,0.67,0.67,0.33,0.67,0.33,0.33,0.00,0.67,0.67"
car stuff store,0.2,20,46,1.53,0.62,658000000,Commercial,"Site links, Reviews, Image, Image pack, Video, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
cheap auto accessories,0.2,20,69,0.9,0.93,358000000,Commercial,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches","0.67,1.00,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.67,0.67"
auto parts accessories near me,0.15,20,58,1.7,0.95,76,Transactional,"Site links, Reviews, Indented, Video, People also ask, Local pack, Related searches","0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1.00"
auto parts and accessories stores,0.15,20,100,0.88,0.45,803000000,Commercial,"Site links, Reviews, Image, People also ask, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
autoaccesory,0.15,20,36,1.33,0.86,1230000000,Commercial,"Site links, Reviews, Image, People also ask, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
automotive parts & accessories,0.15,20,96,0.96,0.41,157000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car parts and accessories online,0.15,20,88,1.05,0.84,1220000000,Commercial,"Site links, Reviews, Image, Video, Related searches","0.47,0.47,0.47,0.47,0.47,0.74,0.47,0.47,0.47,0.47,1.00,0.47"
interior car parts near me,0.15,20,55,1.6,0.75,353000000,Transactional,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
specific car parts,0.15,20,89,0.77,0.43,704000000,Informational,"Featured snippet, Site links, FAQ, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
truck accessories on amazon,0.15,20,34,0.84,1,63,"Navigational, Transactional","Site links, Indented, Image, Image pack, Video, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
aftermarket custom car parts,0.1,20,53,0.78,0.97,30200000,Commercial,"Site links, Reviews, Indented, Image, People also ask, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
all car parts online,0.1,20,92,1.03,0.65,1220000000,Commercial,"Site links, Reviews, Image, Video, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
american made car accessories,0.1,20,13,1.49,0.86,105000000,Commercial,"Site links, Image, Image pack, Local pack, Related searches, Ads bottom","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
any car parts,0.1,20,95,1.12,0.46,1420000000,Commercial,"Site links, Reviews, Indented, Image, Video carousel, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
auto accessories stores,0.1,20,75,0.94,0.43,380000000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Local pack, Related searches","1.00,0.25,1.00,1.00,0.00,0.00,0.00,0.25,0.50,0.25,0.75,1.00"
auto parts anything,0.1,20,61,1.51,0.94,1040000000,Navigational,"Site links, Reviews, Image, Video carousel, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
auto spare parts and accessories,0.1,20,88,0.75,0.57,101000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, People also ask, Local pack, Related searches","0.00,0.00,0.28,0.00,0.28,0.28,0.28,0.28,0.28,1.00,0.57,0.28"
automotive online shop,0.1,20,95,2.01,0.39,374000000,Commercial,"Image, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
automotive parts and supplies,0.1,20,100,1.13,0.41,146000000,Commercial,"Site links, FAQ, Image, Video, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
buy parts for my car,0.1,20,95,1.62,0.86,2180000000,Transactional,"Site links, FAQ, Reviews, Image, Video, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car accessories company,0.1,20,47,0.97,0.72,367000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car accessories online store,0.1,20,86,1.38,0.95,309000000,Commercial,"Site links, Reviews, Image pack, Video, People also ask, Related searches, Popular products","0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1.00"
car interior upgrades near me,0.1,20,44,1.05,0.66,45500000,Transactional,"Site links, Reviews, Image, Image pack, People also ask, Local pack, Related searches","0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car modification parts online,0.1,20,72,0.78,0.46,35100000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches, Ads top, Ads bottom","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car modification sites,0.1,20,73,0.81,0.89,246000000,Informational,"Site links, Reviews, Image, Video, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car part shopping,0.1,20,100,0.88,0.63,3360000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, People also ask, Local pack, See results about, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car parts car parts,0.1,20,100,1.57,0.67,2250000000,Navigational,"Site links, Reviews, Indented, Image, Image pack, Video carousel, People also ask, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car parts for my car,0.1,20,95,1.17,0.5,1840000000,Commercial,"Site links, Reviews, Indented, Image, Video, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car spare parts store,0.1,20,100,1.65,0.39,234000000,Commercial,"Site links, Reviews, Image, Video, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car store parts,0.1,20,100,1.1,0.18,960000000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Local pack, See results about, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
car websites for parts,0.1,20,97,0.96,0.6,306000000,Commercial,"Site links, Reviews, Image, Video, People also ask, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
cheap aftermarket auto parts,0.1,20,76,1.04,0.36,55900000,Commercial,"Site links, Reviews, Indented, Image, People also ask, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
custom auto parts and accessories,0.1,20,50,1.01,0.52,297000000,Commercial,"Site links, Reviews, Indented, Image, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
custom auto parts store,0.1,20,50,0.99,0.22,166000000,Commercial,"Site links, Reviews, Indented, Image, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
custom car parts and accessories online,0.1,20,54,0.96,0.98,156000000,Commercial,"Site links, Reviews, Image, Related searches, Ads bottom","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
custom car parts websites,0.1,20,56,0.96,0.65,161000000,Commercial,"Site links, Reviews, Image, Video, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
find parts for your car,0.1,20,100,0.83,0.6,1540000000,Commercial,"Site links, Reviews, Indented, Image, Video carousel, People also ask, Local pack, Related searches","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
