ASIN,SKU,品牌,商品标题,,父体,类目路径,大类目,适配车型年份,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
B07F28799N,,YHTAUTO,"YHTAUTO Set of 4 Mud Flaps Splash Guards Accessories Replacement for Jeep Patriot 2007-2017 L4 2.0L, Front and Rear LH RH, Black",https://images-na.ssl-images-amazon.com/images/I/41BymdVp6vL._AC_US200_.jpg,B07F28799N,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"535,306","709,827",133%,Wheel & Tire Mud Flaps & Splash Guards,736,1,"-10,000%",38,-100%,38.89,,62%,9.09,26,0.00%,4.40,0,2018-06-26,FBA,10,1,2,YTAUTOPARTS,CN,"公司名称：Xiamen Zanyu Informaition Technology Co., Ltd",FBA,,,,Y,,,220.46 pounds,39.4 x 39.4 x 19.7 inches,2023-05-28
B0BFZZZPB2,,SPEEDWOW,"SPEEDWOW Mud Flaps,Fit for 2012-2016 Ford Focus (Not fit Side Skirts),Front and Rear 4Piece/Set（No Drilling Required）",https://images-na.ssl-images-amazon.com/images/I/41spfJuN5rL._AC_US200_.jpg,B0BFZZZPB2,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"343,061","224,440",65%,Wheel & Tire Mud Flaps & Splash Guards,3132,1,"-8,300%",25,-83%,25.69,,61%,6.10,2,0.00%,4.00,0,2022-10-08,FBA,4,1,1,JYMYAutoparts,CN,"公司名称：Lijuan Zou
办公地址：
ShanghongcunDongqu5zhuang6hao502shi
Houzaijiedao
Yiwushi
Zhejiangsheng
322000
CN",FBA,,,,Y,,,1.7 pounds,12.6 x 8.66 x 3.15 inches,2023-05-28
B078YFPCMJ,Size: Short | Color: Lime Green with White Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Lime Green with White Logo, Short)",https://m.media-amazon.com/images/I/41e1GZQzqcL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YGK697,Size: Short | Color: Deep Blue with White Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Deep Blue with White Logo, Short)",https://m.media-amazon.com/images/I/418n2jQMwUL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YFLS4K,Size: Original | Color: Black with Black Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Black with Black Logo, Original)",https://m.media-amazon.com/images/I/41yT4ePmFEL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,129,,129.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,8,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YFRJRT,Size: Original | Color: Black with White Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Black with White Logo, Original)",https://m.media-amazon.com/images/I/41Aun9YpW1L._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,129,,129.99,8,,,80,0.00%,4.80,0,2018-01-11,NA,8,16,1,,,,NA,,,,,,,,,2023-05-27
B078YFSM7K,Size: Short | Color: Lime Green with Black Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Lime Green with Black Logo, Short)",https://m.media-amazon.com/images/I/41CPQ+n96qL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YGB44D,Size: Original | Color: Deep Blue with Black Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Deep Blue with Black Logo, Original)",https://m.media-amazon.com/images/I/41OMwGf0KTL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YG5G2K,Size: Original | Color: Deep Blue with White Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Deep Blue with White Logo, Original)",https://m.media-amazon.com/images/I/41PfCBOe+KL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YG3HKV,Size: Short | Color: Red with White Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Red with White Logo, Short)",https://m.media-amazon.com/images/I/41S+Jln1xZL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YFRJJS,Size: Original | Color: Lime Green with Black Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Lime Green with Black Logo, Original)",https://m.media-amazon.com/images/I/41pJFMMJ4VL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,NA,,16,1,,,,NA,,,,,,,,,2023-05-27
B078YFBY3D,Size: Original | Color: Red with White Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Red with White Logo, Original)",https://m.media-amazon.com/images/I/41dGoW-KdTL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YGHW5C,Size: Original | Color: Lime Green with White Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Lime Green with White Logo, Original)",https://m.media-amazon.com/images/I/41nSPyxABjL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YF5KXS,Size: Short | Color: Deep Blue with Black Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Deep Blue with Black Logo, Short)",https://m.media-amazon.com/images/I/41Ky9twtNML._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YG6DWK,Size: Original | Color: Red with Black Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Red with Black Logo, Original)",https://m.media-amazon.com/images/I/41mtxY1Dg6L._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,,,2023-05-27
B078YG1ZRX,Size: Short | Color: Black with Black Logo,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Black with Black Logo, Short)",https://m.media-amazon.com/images/I/41p7TKoqBrL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,129,,129.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,8,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,220 pounds,39.37 x 39.37 x 19.69 inches,2023-05-27
B078YFL4F7,Color: Red with Black Logo | Size: Short,RokBlokz,"RokBlokz Mud Flaps for 2010-2014 MK6 Volkswagen Golf GTI - Multiple Colors Available - Mud Guards are Custom Cut and Fit - Includes All Mounting Hardware (Red with Black Logo, Short)",https://m.media-amazon.com/images/I/41++HFwB1YL._AC_US200_.jpg,B078YGBKBL,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"718,050","-327,764",-35%,Wheel & Tire Mud Flaps & Splash Guards,1534,1,,144,,144.99,8,,,80,0.00%,4.80,0,2018-01-11,FBM,,16,1,RokBlokz,US,"公司名称：RokBlokz, LLC
办公地址：
252 N 400 W
Orem
UT
84057
US",FBM,,,,,,,4 pounds,18 x 15 x 1 inches,2023-05-27
B08MTXYMC8,,SNA,SNA Mud Flaps Compatible for (2019-2023) RAV4 Mud Splash Guards (4pcs Set) Custom Front and Rear Splash Fenders,https://images-na.ssl-images-amazon.com/images/I/41cW-yfiQLL._AC_US200_.jpg,B08MTXYMC8,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"376,692","568,779",151%,Wheel & Tire Mud Flaps & Splash Guards,391,1,,24,,24.64,4,53%,7.81,3,0.00%,4.20,0,2020-11-05,FBA,8,1,1,LindgeeUS,CN,"公司名称：Guangzhou Lingji Shangmao Youxian Gongsi
办公地址：
钟落潭五龙岗一龙街3号2栋303室
广州
白云区
广东
510550
CN",FBA,,,,Y,,,1.72 pounds,15.12 x 9.65 x 4.61 inches,2023-05-28
B0BKKNNT4Y,,shyness,"shyness Motorcycle Rear Mudguard Carbon Fiber Splash Cover Without for Tires 14 Inch, MF060-B",https://images-na.ssl-images-amazon.com/images/I/41mRCyx0sCL._AC_US200_.jpg,B0BKKNNT4Y,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"320,277","327,509",102%,Wheel & Tire Mud Flaps & Splash Guards,2469,1,,20,,20.72,,59%,5.40,,,,,2022-10-20,FBM,,1,1,baiguaitongmaoyiyouxiangongsi,CN,"公司名称：Taiyuanbaiguaitongmaoyiyouxiangongsi
办公地址：
春晖路
368弄46号102
浦东新区
高桥镇
上海市
200000
CN",FBM,,,,,,,1.21 pounds,12.2 x 7.1 x 2.4 inches,2023-05-28
B08W3TKS5H,,Sawyer Auto,4PCS Front&amp;Rear Black Universal Splash Guards Mud Flaps Compatible with Chevrole Car Pickup,https://images-na.ssl-images-amazon.com/images/I/51jLTzajGdL._AC_US200_.jpg,B08W3TKS5H,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"149,757","877,490",586%,Wheel & Tire Mud Flaps & Splash Guards,397,1,"3,300%",35,33%,35.39,,85%,,20,0.00%,3.70,0,2021-02-07,FBM,7,1,1,WLSupply,US,"公司名称：Warner Laine Supply, LLC
电话号码：307-248-6345",FBM,,,,,,,,,2023-05-28
B01CUOIRYE,,Ski-Doo,Ski-Doo New OEM Rear Snow/Mud Guard Flap - Summit Black w/White 520001300,https://images-na.ssl-images-amazon.com/images/I/311hlgDubVL._AC_US200_.jpg,B01CUOIRYE,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"429,497","972,139",226%,Wheel & Tire Mud Flaps & Splash Guards,2988,1,,119,,118.59,,60%,30.31,2,0.00%,5.00,0,2016-03-11,FBM,,1,2,LEADERS RPM,US,"公司名称：Leaders, Inc
电话号码：833-545-3222
办公地址：
8500 W. Main
Kalamazoo
Michigan
49009
US",FBM,,,,,,,35.4 pounds,26 x 12 x 22 inches,2023-05-28
B07D4GRV82,,SPEEDLONG,SPEEDLONG 4Pcs Car Mud Flaps Splash Guards Fender Mudguard Compatible with Honda HR-V HRV 2016 2017 2018,https://images-na.ssl-images-amazon.com/images/I/5166PEWsYyL._AC_US200_.jpg,B07D4GRV82,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"526,855","1,355,749",257%,Wheel & Tire Mud Flaps & Splash Guards,819,1,,38,,38.98,,65%,7.97,9,100.00%,4.80,1,2018-05-09,FBM,7,1,1,icar-club,CN,"公司名称：guangzhoushibilongkejiyouxiangongsi
办公地址：
白云区西槎路465号C栋505室
广州
广东
510000
CN",FBM,,,,,,,2 pounds,14.5 x 12.5 x 4 inches,2023-05-28
B01HAFPRWI,,United Pacific,United Pacific 11310 30&quot; Stainless&quot;Competition Series&quot; Heavy Duty Mud Flap Hanger - 2-1/2&quot; Bolt Pattern,https://images-na.ssl-images-amazon.com/images/I/31MOEmUYX-L._AC_US200_.jpg,B01HAFPRWI,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"330,220","689,846",209%,Wheel & Tire Mud Flaps & Splash Guards,2002,1,"40,000%",134,400%,134.52,,69%,21.07,3,0.00%,4.40,0,2018-03-13,FBM,6,1,1,FinditParts Inc.,US,"公司名称：Find it Parts, Inc.
办公地址：
1308 Factory Place
Suite 112
Los Angeles
CA
90013
US",FBM,,,,,,,27.15 pounds,34 x 10 x 7 inches,2023-05-28
B08KW5PQXB,,SPEEDLONG,SPEEDLONG Car Mud Flaps Splash Guards Fender Mudguard Compatible with Mazda 3 Sedan 2019 2020 2021 2022 2023,https://images-na.ssl-images-amazon.com/images/I/511Puqozh7L._AC_US200_.jpg,B08KW5PQXB,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"342,839",,,Wheel & Tire Mud Flaps & Splash Guards,2299,1,,34,,34.99,,85%,,8,0.00%,4.30,0,2020-10-08,FBM,7,1,1,icar-club,CN,"公司名称：guangzhoushibilongkejiyouxiangongsi
办公地址：
白云区西槎路465号C栋505室
广州
广东
510000
CN",FBM,,,,,,,,,2023-05-28
B00G6HRUJK,,TOYOTA,TOYOTA Genuine 76607-35101 Mud Guard Sub-Assembly,https://images-na.ssl-images-amazon.com/images/I/412TAjhSLrL._AC_US200_.jpg,B00G6HRUJK,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"472,694","1,140,044",241%,Wheel & Tire Mud Flaps & Splash Guards,2480,1,,36,,36.83,,64%,7.65,6,0.00%,5.00,0,2013-10-25,FBM,,1,2,Fred Haas Toyota World Parts,US,"公司名称：Fred Haas Motors
办公地址：
20400 I 45 North
Parts Department office
Spring
Texas
77373
US",FBM,,,,,,,0.4 pounds,11.5 x 11.2 x 4.5 inches,2023-05-28
B09ZKJYRLV,,YYinno,Mud Flaps Kit for Volvo XC60 2018-2022 Accessories Mud Splash Guard Mud Flap 2019 2020 2021 Front and Rear 4pcs,https://images-na.ssl-images-amazon.com/images/I/51mpHTQtL6L._AC_US200_.jpg,B09ZKJYRLV,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"454,323","706,577",156%,Wheel & Tire Mud Flaps & Splash Guards,731,1,0%,69,0%,69.99,,74%,7.65,5,0.00%,4.70,0,2021-12-22,FBA,7,1,1,Lediantech,CN,"公司名称：Shenzhenshi Lediankejiyouxiangongsi
办公地址：
黄贝街道深南东路1086号集浩大厦A座23楼2302室
深圳
罗湖
广东
518003
CN",FBA,,,,,,,1.68 pounds,13.23 x 10.51 x 4.17 inches,2023-05-28
B09CYZ16F7,,Acouto,for Motorcycle Mudguard Motorcycle Fender Rear Cover Back Mudguard Protector Fit for Yamaha Motorcycle Rear Mudguard Motorcycle Rear Fender,https://images-na.ssl-images-amazon.com/images/I/31-5jH7YO6S._AC_US200_.jpg,B09CYZ16F7,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"580,029","1,053,308",182%,Wheel & Tire Mud Flaps & Splash Guards,4069,1,,39,,38.00,,65%,7.81,,,,,2022-03-10,FBA,,1,2,Senyar,CN,公司名称：Shenzhenshi xiang rui ming ke ji you xian gong si,FBA,,,,Y,,,2.59 pounds,14.17 x 8.27 x 5.51 inches,2023-05-28
B0B9BCBFRX,Size: Front,CUSAUTV,CUSAUTV Front XXL Extended Fender Flares Kit Update Wider Mud Flaps Guards Compatible with Can Am Maverick X3 /Max All Models 2017-2022 Exterior Assembly Accessories (2PCS),https://m.media-amazon.com/images/I/51v2RxA-xQL._AC_US200_.jpg,B0BYM2Z8L2,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"655,800","243,203",37%,Wheel & Tire Mud Flaps & Splash Guards,1127,1,"-8,000%",145,-80%,145.90,,,,1,0.00%,5.00,0,2022-08-11,FBA,9,3,1,CUSAUTV-US,CN,"公司名称：jingjiangshilongxindianjizhizaoyouxiangongsi
办公地址：
祖师村水祖路1号
靖江市
马桥镇
江苏省
214525
CN",FBA,,,,Y,,,7.24 pounds,31.4 x 17.5 x 9.7 inches,2023-05-28
B0B9GG9K7R,Size: Rear,CUSAUTV,CUSAUTV Rear Combination XXL Wider Fender Flares Kit Compatible with Can-Am Maverick X3 /Max All Models 2017-2022 Accessories Update Extended Mud Flaps Guards (4PCS),https://m.media-amazon.com/images/I/51TmN5j2HoL._AC_US200_.jpg,B0BYM2Z8L2,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"655,800","243,203",37%,Wheel & Tire Mud Flaps & Splash Guards,1127,1,"-8,000%",129,-80%,129.90,,71%,17.71,1,0.00%,5.00,0,2022-08-12,FBA,9,3,1,CUSAUTV-US,CN,"公司名称：jingjiangshilongxindianjizhizaoyouxiangongsi
办公地址：
祖师村水祖路1号
靖江市
马桥镇
江苏省
214525
CN",FBA,,,,Y,,,7.39 pounds,31 x 11.5 x 7.5 inches,2023-05-28
B0B9BD13R7,Size: Front&Rear,CUSAUTV,"CUSAUTV Front &amp; Rear Combination XXL Extended Fender Flares Kit Compatible with Can Am Maverick X3 /Max All Models 2017-2022 Wider Mud Flaps Guards Exterior Assembly Accessories(8PCS,Front+Rear)",https://images-na.ssl-images-amazon.com/images/I/41ly6RmYamL._AC_US200_.jpg,B0BYM2Z8L2,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"655,800","243,203",37%,Wheel & Tire Mud Flaps & Splash Guards,1127,1,"-8,000%",259,-80%,259.90,,76%,24.01,1,0.00%,5.00,0,2022-08-11,FBA,8,3,1,CUSAUTV-US,CN,"公司名称：jingjiangshilongxindianjizhizaoyouxiangongsi
办公地址：
祖师村水祖路1号
靖江市
马桥镇
江苏省
214525
CN",FBA,,,,Y,,,11.53 pounds,31.3 x 12.9 x 11.8 inches,2023-05-28
B0BMVCTN44,Size: C style （2 pcs）,PIT66,PIT66 Mud Flaps Splash Guards Compatible with Universal Many 16.37'' x 10.07'' Car,https://m.media-amazon.com/images/I/31hBpMlzHhL._AC_US200_.jpg,B0C3B6F9J1,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"735,199","174,703",24%,Wheel & Tire Mud Flaps & Splash Guards,2014,1,,32,,32.99,,,,,,,,2022-11-18,FBM,7,5,1,PIT66 Motor,CN,"公司名称：Changzhou Ruibole Electronics Co., Ltd.",FBM,,,,Y,,,1.87 pounds,17.32 x 10.63 x 3.94 inches,2023-05-28
B0BLHGRZX1,Size: A style （4 pcs）,PIT66,PIT66 Mud Flaps Splash Guards Compatible with Car Front Rear Fender 4PCS,https://images-na.ssl-images-amazon.com/images/I/31OLe7HlbSL._AC_US200_.jpg,B0C3B6F9J1,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"735,199","174,703",24%,Wheel & Tire Mud Flaps & Splash Guards,2014,1,,27,,27.99,,65%,5.69,,,,,2022-11-04,FBM,7,5,1,,,,FBM,,,,Y,,,1.12 pounds,11.42 x 7.87 x 2.95 inches,2023-05-28
B07DC328NZ,,SPEEDLONG,SPEEDLONG 4Pcs Car Mud Flaps Splash Guard Fender Mudguard Compatible with Honda Fit Hatchback 2015 2016 2017 2018,https://images-na.ssl-images-amazon.com/images/I/51TsT-HEMkL._AC_US200_.jpg,B07DC328NZ,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"501,948","1,060,480",211%,Wheel & Tire Mud Flaps & Splash Guards,3485,1,"-10,000%",34,-100%,34.98,8,85%,,22,0.00%,3.70,0,2018-05-09,FBM,7,1,1,icar-club,CN,"公司名称：guangzhoushibilongkejiyouxiangongsi
办公地址：
白云区西槎路465号C栋505室
广州
广东
510000
CN",FBM,,,,,,,,,2023-05-28
B09YYJD6FF,,OYYMTE,OYYMTE Front &amp; Rear Splash Guards Mud Flaps 2003-2009 4Runner Sport SR5 SUV,https://images-na.ssl-images-amazon.com/images/I/41zflJqO9sL._AC_US200_.jpg,B09YYJD6FF,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"520,555","1,895,935",364%,Wheel & Tire Mud Flaps & Splash Guards,999,1,,78,,78.34,,85%,,,,,,2022-04-27,FBM,5,1,1,OYY Manufacture US,CN,"公司名称：wuyanxin
办公地址：
蛇口街道渔村路围仔西村62号楼202
深圳市
南山区
广东省
518000
CN",FBM,,,,,,,,,2023-05-28
B07XZGMG8Q,,WeatherTech,"WeatherTech Custom MudFlaps for Wrangler/Wrangler Unlimited - Front &amp; Rear Set, Black (110097-120097)",https://images-na.ssl-images-amazon.com/images/I/31ROM6xaLQL._AC_US200_.jpg,B07XZGMG8Q,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"549,188","46,214",8%,Wheel & Tire Mud Flaps & Splash Guards,1017,1,"-6,700%",111,-67%,111.90,,85%,,29,0.00%,3.80,0,2019-09-17,FBM,9,1,1,WeatherTech,US,"公司名称：WEATHERTECH DIRECT LLC
办公地址：
One MacNeil Court
Bolingbrook
Illinois
60440
US",FBM,,,,Y,,,,,2023-05-28
B08Y19K4BY,,TOPGRIL,Mud Flaps Kit for 2021 Buick Envision/Envision Avenir 2022 2023 Mud Splash Guard Fender Front and Rear 4-PC Set,https://images-na.ssl-images-amazon.com/images/I/41m4L1Ru03S._AC_US200_.jpg,B08Y19K4BY,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"657,147","5,783",1%,Wheel & Tire Mud Flaps & Splash Guards,1330,1,"1,900%",43,19%,43.33,4,67%,7.97,55,0.00%,4.40,4,2021-03-05,FBA,8,1,1,TOPGRIL,CN,"公司名称：ZhouHaixin
办公地址：
胜利东街5097号
潍坊金融服务区1号楼1-1613
潍坊市
奎文区
山东省
261000
CN",FBA,,,,,,,2.14 pounds,14.29 x 10.79 x 4.76 inches,2023-05-28
B07HGD32GP,,Can-Am,Can-Am Fender Flare Extension (60in) Compatible with 19-20 CAN-AM MAVSPORT1000DPS,https://images-na.ssl-images-amazon.com/images/I/31MvVf-kDbL._AC_US200_.jpg,B07HGD32GP,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"616,296","1,173,054",190%,Wheel & Tire Mud Flaps & Splash Guards,368,1,,223,,224.98,,79%,13.93,7,0.00%,4.60,0,2018-09-18,FBM,6,1,5,Powersports Monkey,US,"公司名称：Mosites Motorsports Ecommerce LLC
电话号码：412-509-3509",FBM,,,,,,,8 pounds,15 x 10 x 10 inches,2023-05-28
B0BB8N2KCR,,Wocch,"Wocch Mud Flaps for Tesla Model 3 2016-2023 Splash Guards Glossy Black Front Rear Fender Protection Mudflaps No Need to Drill Holes (Set of 4, Gloss Black)",https://images-na.ssl-images-amazon.com/images/I/51a9e6F6LdL._AC_US200_.jpg,B0BB8N2KCR,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"478,181","909,570",190%,Wheel & Tire Mud Flaps & Splash Guards,971,1,0%,29,0%,29.99,,61%,7.33,,,,,2022-08-19,FBA,7,1,2,Wocch-US,CN,"公司名称：guangzhouwocidianzikejiyouxiangongsi
办公地址：
tianhequtangdonghenglingerlu7hao,9haoAdongB278fang
Guangzhou
Guangdong
510000
CN",FBA,,,,,,,1.54 pounds,12.99 x 10.63 x 3.15 inches,2023-05-28
